OBJECTID,CN,DESIGNATIO
79,14524475020004.000000000000000,NJ Pinelands Comprehensive Management Plan
80,14524413020004.000000000000000,NJ Pinelands Comprehensive Management Plan
81,14524401020004.000000000000000,NJ Pinelands Comprehensive Management Plan
82,14524402020004.000000000000000,NJ Pinelands Comprehensive Management Plan
83,14524329020004.000000000000000,NJ Pinelands Comprehensive Management Plan
84,171866970020004.000000000000000,NJ Pinelands Comprehensive Management Plan
85,171866888020004.000000000000000,NJ Pinelands Comprehensive Management Plan
86,171866953020004.000000000000000,NJ Pinelands Comprehensive Management Plan
87,171866896020004.000000000000000,NJ Pinelands Comprehensive Management Plan
88,171867035020004.000000000000000,NJ Pinelands Comprehensive Management Plan
89,171867033020004.000000000000000,NJ Pinelands Comprehensive Management Plan
90,171866967020004.000000000000000,NJ Pinelands Comprehensive Management Plan
91,171866971020004.000000000000000,NJ Pinelands Comprehensive Management Plan
92,171867052020004.000000000000000,NJ Pinelands Comprehensive Management Plan
93,171866885020004.000000000000000,NJ Pinelands Comprehensive Management Plan
94,171867030020004.000000000000000,NJ Pinelands Comprehensive Management Plan
95,171866963020004.000000000000000,NJ Pinelands Comprehensive Management Plan
96,171866968020004.000000000000000,NJ Pinelands Comprehensive Management Plan
97,171867001020004.000000000000000,NJ Pinelands Comprehensive Management Plan
98,171866889020004.000000000000000,NJ Pinelands Comprehensive Management Plan
99,171867009020004.000000000000000,NJ Pinelands Comprehensive Management Plan
100,171866955020004.000000000000000,NJ Pinelands Comprehensive Management Plan
101,171866958020004.000000000000000,NJ Pinelands Comprehensive Management Plan
102,171866957020004.000000000000000,NJ Pinelands Comprehensive Management Plan
103,171867006020004.000000000000000,NJ Pinelands Comprehensive Management Plan
104,171866894020004.000000000000000,NJ Pinelands Comprehensive Management Plan
105,171866965020004.000000000000000,NJ Pinelands Comprehensive Management Plan
106,171867051020004.000000000000000,NJ Pinelands Comprehensive Management Plan
107,171867027020004.000000000000000,NJ Pinelands Comprehensive Management Plan
108,171866960020004.000000000000000,NJ Pinelands Comprehensive Management Plan
109,171867050020004.000000000000000,NJ Pinelands Comprehensive Management Plan
110,171866961020004.000000000000000,NJ Pinelands Comprehensive Management Plan
111,171867028020004.000000000000000,NJ Pinelands Comprehensive Management Plan
112,171867029020004.000000000000000,NJ Pinelands Comprehensive Management Plan
113,171867049020004.000000000000000,NJ Pinelands Comprehensive Management Plan
114,171866951020004.000000000000000,NJ Pinelands Comprehensive Management Plan
115,171866966020004.000000000000000,NJ Pinelands Comprehensive Management Plan
116,264094624489998.000000000000000,NJ Pinelands Comprehensive Management Plan
117,264094635489998.000000000000000,NJ Pinelands Comprehensive Management Plan
118,264094682489998.000000000000000,NJ Pinelands Comprehensive Management Plan
119,264094683489998.000000000000000,NJ Pinelands Comprehensive Management Plan
120,264094626489998.000000000000000,NJ Pinelands Comprehensive Management Plan
121,264094397489998.000000000000000,NJ Pinelands Comprehensive Management Plan
122,264094684489998.000000000000000,NJ Pinelands Comprehensive Management Plan
123,264094064489998.000000000000000,NJ Pinelands Comprehensive Management Plan
124,264094662489998.000000000000000,NJ Pinelands Comprehensive Management Plan
125,264094470489998.000000000000000,NJ Pinelands Comprehensive Management Plan
126,264094507489998.000000000000000,NJ Pinelands Comprehensive Management Plan
127,264094513489998.000000000000000,NJ Pinelands Comprehensive Management Plan
128,264094514489998.000000000000000,NJ Pinelands Comprehensive Management Plan
129,264094542489998.000000000000000,NJ Pinelands Comprehensive Management Plan
130,264094551489998.000000000000000,NJ Pinelands Comprehensive Management Plan
131,264094562489998.000000000000000,NJ Pinelands Comprehensive Management Plan
132,264094457489998.000000000000000,NJ Pinelands Comprehensive Management Plan
133,264094411489998.000000000000000,NJ Pinelands Comprehensive Management Plan
134,264094555489998.000000000000000,NJ Pinelands Comprehensive Management Plan
135,264094556489998.000000000000000,NJ Pinelands Comprehensive Management Plan
136,264094557489998.000000000000000,NJ Pinelands Comprehensive Management Plan
137,264094481489998.000000000000000,NJ Pinelands Comprehensive Management Plan
138,264094636489998.000000000000000,NJ Pinelands Comprehensive Management Plan
139,264094680489998.000000000000000,NJ Pinelands Comprehensive Management Plan
140,264094387489998.000000000000000,NJ Pinelands Comprehensive Management Plan
141,264094694489998.000000000000000,NJ Pinelands Comprehensive Management Plan
142,264094034489998.000000000000000,NJ Pinelands Comprehensive Management Plan
143,264094677489998.000000000000000,NJ Pinelands Comprehensive Management Plan
144,264094679489998.000000000000000,NJ Pinelands Comprehensive Management Plan
145,264094658489998.000000000000000,NJ Pinelands Comprehensive Management Plan
146,264094678489998.000000000000000,NJ Pinelands Comprehensive Management Plan
147,264094681489998.000000000000000,NJ Pinelands Comprehensive Management Plan
148,264094395489998.000000000000000,NJ Pinelands Comprehensive Management Plan
149,264094396489998.000000000000000,NJ Pinelands Comprehensive Management Plan
150,264094527489998.000000000000000,NJ Pinelands Comprehensive Management Plan
151,264094546489998.000000000000000,NJ Pinelands Comprehensive Management Plan
152,264094566489998.000000000000000,NJ Pinelands Comprehensive Management Plan
153,264094468489998.000000000000000,NJ Pinelands Comprehensive Management Plan
154,264094476489998.000000000000000,NJ Pinelands Comprehensive Management Plan
155,264094492489998.000000000000000,NJ Pinelands Comprehensive Management Plan
156,264094410489998.000000000000000,NJ Pinelands Comprehensive Management Plan
157,264094493489998.000000000000000,NJ Pinelands Comprehensive Management Plan
158,264094499489998.000000000000000,NJ Pinelands Comprehensive Management Plan
159,264094500489998.000000000000000,NJ Pinelands Comprehensive Management Plan
160,264094506489998.000000000000000,NJ Pinelands Comprehensive Management Plan
161,264094516489998.000000000000000,NJ Pinelands Comprehensive Management Plan
162,264094552489998.000000000000000,NJ Pinelands Comprehensive Management Plan
163,264094563489998.000000000000000,NJ Pinelands Comprehensive Management Plan
164,264094660489998.000000000000000,NJ Pinelands Comprehensive Management Plan
165,264094661489998.000000000000000,NJ Pinelands Comprehensive Management Plan
166,264094422489998.000000000000000,NJ Pinelands Comprehensive Management Plan
167,264094472489998.000000000000000,NJ Pinelands Comprehensive Management Plan
168,264094474489998.000000000000000,NJ Pinelands Comprehensive Management Plan
169,264094423489998.000000000000000,NJ Pinelands Comprehensive Management Plan
170,264094489489998.000000000000000,NJ Pinelands Comprehensive Management Plan
171,264094663489998.000000000000000,NJ Pinelands Comprehensive Management Plan
172,264094627489998.000000000000000,NJ Pinelands Comprehensive Management Plan
173,264094537489998.000000000000000,NJ Pinelands Comprehensive Management Plan
174,264094554489998.000000000000000,NJ Pinelands Comprehensive Management Plan
175,264094502489998.000000000000000,NJ Pinelands Comprehensive Management Plan
176,264094503489998.000000000000000,NJ Pinelands Comprehensive Management Plan
177,264094550489998.000000000000000,NJ Pinelands Comprehensive Management Plan
178,264094628489998.000000000000000,NJ Pinelands Comprehensive Management Plan
179,264094629489998.000000000000000,NJ Pinelands Comprehensive Management Plan
180,264094053489998.000000000000000,NJ Pinelands Comprehensive Management Plan
181,264094052489998.000000000000000,NJ Pinelands Comprehensive Management Plan
182,264094495489998.000000000000000,NJ Pinelands Comprehensive Management Plan
183,264094625489998.000000000000000,NJ Pinelands Comprehensive Management Plan
184,264094055489998.000000000000000,NJ Pinelands Comprehensive Management Plan
185,264094692489998.000000000000000,NJ Pinelands Comprehensive Management Plan
186,264094056489998.000000000000000,NJ Pinelands Comprehensive Management Plan
187,264094693489998.000000000000000,NJ Pinelands Comprehensive Management Plan
188,264094623489998.000000000000000,NJ Pinelands Comprehensive Management Plan
189,264094676489998.000000000000000,NJ Pinelands Comprehensive Management Plan
190,264094675489998.000000000000000,NJ Pinelands Comprehensive Management Plan
191,264094674489998.000000000000000,NJ Pinelands Comprehensive Management Plan
192,264094673489998.000000000000000,NJ Pinelands Comprehensive Management Plan
193,264094634489998.000000000000000,NJ Pinelands Comprehensive Management Plan
194,264094632489998.000000000000000,NJ Pinelands Comprehensive Management Plan
195,264094633489998.000000000000000,NJ Pinelands Comprehensive Management Plan
196,264094062489998.000000000000000,NJ Pinelands Comprehensive Management Plan
197,264094631489998.000000000000000,NJ Pinelands Comprehensive Management Plan
198,264094051489998.000000000000000,NJ Pinelands Comprehensive Management Plan
199,264094526489998.000000000000000,NJ Pinelands Comprehensive Management Plan
200,264094464489998.000000000000000,NJ Pinelands Comprehensive Management Plan
201,264094487489998.000000000000000,NJ Pinelands Comprehensive Management Plan
202,264094504489998.000000000000000,NJ Pinelands Comprehensive Management Plan
203,264094433489998.000000000000000,NJ Pinelands Comprehensive Management Plan
204,264094560489998.000000000000000,NJ Pinelands Comprehensive Management Plan
205,264094571489998.000000000000000,NJ Pinelands Comprehensive Management Plan
206,264094491489998.000000000000000,NJ Pinelands Comprehensive Management Plan
207,264094497489998.000000000000000,NJ Pinelands Comprehensive Management Plan
208,264094498489998.000000000000000,NJ Pinelands Comprehensive Management Plan
209,264094449489998.000000000000000,NJ Pinelands Comprehensive Management Plan
210,264094539489998.000000000000000,NJ Pinelands Comprehensive Management Plan
211,304207955489998.000000000000000,NJ Pinelands Comprehensive Management Plan
212,304207956489998.000000000000000,NJ Pinelands Comprehensive Management Plan
213,304207957489998.000000000000000,NJ Pinelands Comprehensive Management Plan
214,304207878489998.000000000000000,NJ Pinelands Comprehensive Management Plan
215,304207876489998.000000000000000,NJ Pinelands Comprehensive Management Plan
216,304207954489998.000000000000000,NJ Pinelands Comprehensive Management Plan
217,304207816489998.000000000000000,NJ Pinelands Comprehensive Management Plan
218,304208126489998.000000000000000,NJ Pinelands Comprehensive Management Plan
219,304208061489998.000000000000000,NJ Pinelands Comprehensive Management Plan
220,304208009489998.000000000000000,NJ Pinelands Comprehensive Management Plan
221,304208012489998.000000000000000,NJ Pinelands Comprehensive Management Plan
222,304208127489998.000000000000000,NJ Pinelands Comprehensive Management Plan
223,304208011489998.000000000000000,NJ Pinelands Comprehensive Management Plan
224,304208097489998.000000000000000,NJ Pinelands Comprehensive Management Plan
225,304208111489998.000000000000000,NJ Pinelands Comprehensive Management Plan
226,304208115489998.000000000000000,NJ Pinelands Comprehensive Management Plan
227,304208116489998.000000000000000,NJ Pinelands Comprehensive Management Plan
228,304208123489998.000000000000000,NJ Pinelands Comprehensive Management Plan
229,304208136489998.000000000000000,NJ Pinelands Comprehensive Management Plan
230,304208133489998.000000000000000,NJ Pinelands Comprehensive Management Plan
231,304208138489998.000000000000000,NJ Pinelands Comprehensive Management Plan
232,304208139489998.000000000000000,NJ Pinelands Comprehensive Management Plan
233,304208041489998.000000000000000,NJ Pinelands Comprehensive Management Plan
234,304208048489998.000000000000000,NJ Pinelands Comprehensive Management Plan
235,304208066489998.000000000000000,NJ Pinelands Comprehensive Management Plan
236,304208081489998.000000000000000,NJ Pinelands Comprehensive Management Plan
237,304207947489998.000000000000000,NJ Pinelands Comprehensive Management Plan
238,304207949489998.000000000000000,NJ Pinelands Comprehensive Management Plan
239,304207920489998.000000000000000,NJ Pinelands Comprehensive Management Plan
240,304207953489998.000000000000000,NJ Pinelands Comprehensive Management Plan
241,304207891489998.000000000000000,NJ Pinelands Comprehensive Management Plan
242,304207946489998.000000000000000,NJ Pinelands Comprehensive Management Plan
243,304207888489998.000000000000000,NJ Pinelands Comprehensive Management Plan
244,304207948489998.000000000000000,NJ Pinelands Comprehensive Management Plan
245,304207970489998.000000000000000,NJ Pinelands Comprehensive Management Plan
246,304207814489998.000000000000000,NJ Pinelands Comprehensive Management Plan
247,304207952489998.000000000000000,NJ Pinelands Comprehensive Management Plan
248,304207807489998.000000000000000,NJ Pinelands Comprehensive Management Plan
249,304207950489998.000000000000000,NJ Pinelands Comprehensive Management Plan
250,304207919489998.000000000000000,NJ Pinelands Comprehensive Management Plan
251,304207951489998.000000000000000,NJ Pinelands Comprehensive Management Plan
252,304208095489998.000000000000000,NJ Pinelands Comprehensive Management Plan
253,304208114489998.000000000000000,NJ Pinelands Comprehensive Management Plan
254,304208028489998.000000000000000,NJ Pinelands Comprehensive Management Plan
255,304208143489998.000000000000000,NJ Pinelands Comprehensive Management Plan
256,304207974489998.000000000000000,NJ Pinelands Comprehensive Management Plan
257,304208079489998.000000000000000,NJ Pinelands Comprehensive Management Plan
258,304208087489998.000000000000000,NJ Pinelands Comprehensive Management Plan
259,304208096489998.000000000000000,NJ Pinelands Comprehensive Management Plan
260,304208037489998.000000000000000,NJ Pinelands Comprehensive Management Plan
261,304207809489998.000000000000000,NJ Pinelands Comprehensive Management Plan
262,304208056489998.000000000000000,NJ Pinelands Comprehensive Management Plan
263,304207924489998.000000000000000,NJ Pinelands Comprehensive Management Plan
264,304207879489998.000000000000000,NJ Pinelands Comprehensive Management Plan
265,304207883489998.000000000000000,NJ Pinelands Comprehensive Management Plan
266,304208101489998.000000000000000,NJ Pinelands Comprehensive Management Plan
267,304208109489998.000000000000000,NJ Pinelands Comprehensive Management Plan
268,304208080489998.000000000000000,NJ Pinelands Comprehensive Management Plan
269,304208089489998.000000000000000,NJ Pinelands Comprehensive Management Plan
270,304207880489998.000000000000000,NJ Pinelands Comprehensive Management Plan
271,304207877489998.000000000000000,NJ Pinelands Comprehensive Management Plan
272,304208106489998.000000000000000,NJ Pinelands Comprehensive Management Plan
273,304207875489998.000000000000000,NJ Pinelands Comprehensive Management Plan
274,304207894489998.000000000000000,NJ Pinelands Comprehensive Management Plan
275,304208146489998.000000000000000,NJ Pinelands Comprehensive Management Plan
276,304208038489998.000000000000000,NJ Pinelands Comprehensive Management Plan
277,304208074489998.000000000000000,NJ Pinelands Comprehensive Management Plan
278,304208092489998.000000000000000,NJ Pinelands Comprehensive Management Plan
279,304208093489998.000000000000000,NJ Pinelands Comprehensive Management Plan
280,304208134489998.000000000000000,NJ Pinelands Comprehensive Management Plan
281,304207813489998.000000000000000,NJ Pinelands Comprehensive Management Plan
282,304207887489998.000000000000000,NJ Pinelands Comprehensive Management Plan
283,304207968489998.000000000000000,NJ Pinelands Comprehensive Management Plan
284,304207817489998.000000000000000,NJ Pinelands Comprehensive Management Plan
285,304207889489998.000000000000000,NJ Pinelands Comprehensive Management Plan
286,304207943489998.000000000000000,NJ Pinelands Comprehensive Management Plan
287,304207945489998.000000000000000,NJ Pinelands Comprehensive Management Plan
288,304207969489998.000000000000000,NJ Pinelands Comprehensive Management Plan
289,304207944489998.000000000000000,NJ Pinelands Comprehensive Management Plan
290,304207890489998.000000000000000,NJ Pinelands Comprehensive Management Plan
291,304207886489998.000000000000000,NJ Pinelands Comprehensive Management Plan
292,304207874489998.000000000000000,NJ Pinelands Comprehensive Management Plan
293,304208105489998.000000000000000,NJ Pinelands Comprehensive Management Plan
294,304208030489998.000000000000000,NJ Pinelands Comprehensive Management Plan
295,304208032489998.000000000000000,NJ Pinelands Comprehensive Management Plan
296,304208033489998.000000000000000,NJ Pinelands Comprehensive Management Plan
297,304208060489998.000000000000000,NJ Pinelands Comprehensive Management Plan
298,304208082489998.000000000000000,NJ Pinelands Comprehensive Management Plan
299,304208090489998.000000000000000,NJ Pinelands Comprehensive Management Plan
300,304208124489998.000000000000000,NJ Pinelands Comprehensive Management Plan
301,304208070489998.000000000000000,NJ Pinelands Comprehensive Management Plan
302,304208078489998.000000000000000,NJ Pinelands Comprehensive Management Plan
303,304208085489998.000000000000000,NJ Pinelands Comprehensive Management Plan
304,304208086489998.000000000000000,NJ Pinelands Comprehensive Management Plan
305,304208110489998.000000000000000,NJ Pinelands Comprehensive Management Plan
306,375837714489998.000000000000000,NJ Pinelands Comprehensive Management Plan
307,375837779489998.000000000000000,NJ Pinelands Comprehensive Management Plan
308,375837731489998.000000000000000,NJ Pinelands Comprehensive Management Plan
309,375837778489998.000000000000000,NJ Pinelands Comprehensive Management Plan
310,375837728489998.000000000000000,NJ Pinelands Comprehensive Management Plan
311,375837754489998.000000000000000,NJ Pinelands Comprehensive Management Plan
312,375837727489998.000000000000000,NJ Pinelands Comprehensive Management Plan
313,375837713489998.000000000000000,NJ Pinelands Comprehensive Management Plan
314,375837643489998.000000000000000,NJ Pinelands Comprehensive Management Plan
315,375837712489998.000000000000000,NJ Pinelands Comprehensive Management Plan
316,375837729489998.000000000000000,NJ Pinelands Comprehensive Management Plan
317,375837725489998.000000000000000,NJ Pinelands Comprehensive Management Plan
318,375837924489998.000000000000000,NJ Pinelands Comprehensive Management Plan
319,375837925489998.000000000000000,NJ Pinelands Comprehensive Management Plan
320,375837914489998.000000000000000,NJ Pinelands Comprehensive Management Plan
321,375837951489998.000000000000000,NJ Pinelands Comprehensive Management Plan
322,375837875489998.000000000000000,NJ Pinelands Comprehensive Management Plan
323,375837724489998.000000000000000,NJ Pinelands Comprehensive Management Plan
324,375837775489998.000000000000000,NJ Pinelands Comprehensive Management Plan
325,375837752489998.000000000000000,NJ Pinelands Comprehensive Management Plan
326,375837776489998.000000000000000,NJ Pinelands Comprehensive Management Plan
327,375837753489998.000000000000000,NJ Pinelands Comprehensive Management Plan
328,375837726489998.000000000000000,NJ Pinelands Comprehensive Management Plan
329,375837721489998.000000000000000,NJ Pinelands Comprehensive Management Plan
330,375837773489998.000000000000000,NJ Pinelands Comprehensive Management Plan
331,375837751489998.000000000000000,NJ Pinelands Comprehensive Management Plan
332,375837796489998.000000000000000,NJ Pinelands Comprehensive Management Plan
333,375837777489998.000000000000000,NJ Pinelands Comprehensive Management Plan
334,375837916489998.000000000000000,NJ Pinelands Comprehensive Management Plan
335,375837946489998.000000000000000,NJ Pinelands Comprehensive Management Plan
336,375837947489998.000000000000000,NJ Pinelands Comprehensive Management Plan
337,375837941489998.000000000000000,NJ Pinelands Comprehensive Management Plan
338,375837800489998.000000000000000,NJ Pinelands Comprehensive Management Plan
339,375837846489998.000000000000000,NJ Pinelands Comprehensive Management Plan
340,375837861489998.000000000000000,NJ Pinelands Comprehensive Management Plan
341,375837882489998.000000000000000,NJ Pinelands Comprehensive Management Plan
342,375837883489998.000000000000000,NJ Pinelands Comprehensive Management Plan
343,375837903489998.000000000000000,NJ Pinelands Comprehensive Management Plan
344,375837877489998.000000000000000,NJ Pinelands Comprehensive Management Plan
345,375837913489998.000000000000000,NJ Pinelands Comprehensive Management Plan
346,375837917489998.000000000000000,NJ Pinelands Comprehensive Management Plan
347,375837817489998.000000000000000,NJ Pinelands Comprehensive Management Plan
348,375837797489998.000000000000000,NJ Pinelands Comprehensive Management Plan
349,375837636489998.000000000000000,NJ Pinelands Comprehensive Management Plan
350,375837798489998.000000000000000,NJ Pinelands Comprehensive Management Plan
351,375837950489998.000000000000000,NJ Pinelands Comprehensive Management Plan
352,375837890489998.000000000000000,NJ Pinelands Comprehensive Management Plan
353,375837717489998.000000000000000,NJ Pinelands Comprehensive Management Plan
354,375837715489998.000000000000000,NJ Pinelands Comprehensive Management Plan
355,375837757489998.000000000000000,NJ Pinelands Comprehensive Management Plan
356,375837747489998.000000000000000,NJ Pinelands Comprehensive Management Plan
357,375837887489998.000000000000000,NJ Pinelands Comprehensive Management Plan
358,375837911489998.000000000000000,NJ Pinelands Comprehensive Management Plan
359,375837912489998.000000000000000,NJ Pinelands Comprehensive Management Plan
360,375837915489998.000000000000000,NJ Pinelands Comprehensive Management Plan
361,375837923489998.000000000000000,NJ Pinelands Comprehensive Management Plan
362,375837942489998.000000000000000,NJ Pinelands Comprehensive Management Plan
363,375837755489998.000000000000000,NJ Pinelands Comprehensive Management Plan
364,375837818489998.000000000000000,NJ Pinelands Comprehensive Management Plan
365,375837952489998.000000000000000,NJ Pinelands Comprehensive Management Plan
366,375837795489998.000000000000000,NJ Pinelands Comprehensive Management Plan
367,375837647489998.000000000000000,NJ Pinelands Comprehensive Management Plan
368,375837720489998.000000000000000,NJ Pinelands Comprehensive Management Plan
369,375837722489998.000000000000000,NJ Pinelands Comprehensive Management Plan
370,375837718489998.000000000000000,NJ Pinelands Comprehensive Management Plan
371,375837719489998.000000000000000,NJ Pinelands Comprehensive Management Plan
372,375837772489998.000000000000000,NJ Pinelands Comprehensive Management Plan
373,375837771489998.000000000000000,NJ Pinelands Comprehensive Management Plan
374,375837723489998.000000000000000,NJ Pinelands Comprehensive Management Plan
375,375837855489998.000000000000000,NJ Pinelands Comprehensive Management Plan
376,375837908489998.000000000000000,NJ Pinelands Comprehensive Management Plan
377,375837840489998.000000000000000,NJ Pinelands Comprehensive Management Plan
