OBJECTID,CN,DESIGNATIO
68,168988789010661.000000000000000,NJ Pinelands Comprehensive Management Plan
69,168988651010661.000000000000000,NJ Pinelands Comprehensive Management Plan
70,168988729010661.000000000000000,NJ Pinelands Comprehensive Management Plan
71,168988731010661.000000000000000,NJ Pinelands Comprehensive Management Plan
72,168988733010661.000000000000000,NJ Pinelands Comprehensive Management Plan
73,168988725010661.000000000000000,NJ Pinelands Comprehensive Management Plan
74,168988721010661.000000000000000,NJ Pinelands Comprehensive Management Plan
75,168988558010661.000000000000000,NJ Pinelands Comprehensive Management Plan
76,168988580010661.000000000000000,NJ Pinelands Comprehensive Management Plan
77,168988525010661.000000000000000,NJ Pinelands Comprehensive Management Plan
78,168988496010661.000000000000000,NJ Pinelands Comprehensive Management Plan
79,168988691010661.000000000000000,NJ Pinelands Comprehensive Management Plan
80,168988689010661.000000000000000,NJ Pinelands Comprehensive Management Plan
81,168988687010661.000000000000000,NJ Pinelands Comprehensive Management Plan
82,168988633010661.000000000000000,NJ Pinelands Comprehensive Management Plan
83,168988683010661.000000000000000,NJ Pinelands Comprehensive Management Plan
84,168988693010661.000000000000000,NJ Pinelands Comprehensive Management Plan
85,168988635010661.000000000000000,NJ Pinelands Comprehensive Management Plan
86,168988629010661.000000000000000,NJ Pinelands Comprehensive Management Plan
87,168988631010661.000000000000000,NJ Pinelands Comprehensive Management Plan
88,168988627010661.000000000000000,NJ Pinelands Comprehensive Management Plan
89,168988614010661.000000000000000,NJ Pinelands Comprehensive Management Plan
90,168988498010661.000000000000000,NJ Pinelands Comprehensive Management Plan
91,221354365010661.000000000000000,NJ Pinelands Comprehensive Management Plan
92,221354427010661.000000000000000,NJ Pinelands Comprehensive Management Plan
93,221354431010661.000000000000000,NJ Pinelands Comprehensive Management Plan
94,221354429010661.000000000000000,NJ Pinelands Comprehensive Management Plan
95,221354443010661.000000000000000,NJ Pinelands Comprehensive Management Plan
96,221354153010661.000000000000000,NJ Pinelands Comprehensive Management Plan
97,221354363010661.000000000000000,NJ Pinelands Comprehensive Management Plan
98,221354425010661.000000000000000,NJ Pinelands Comprehensive Management Plan
99,221354145010661.000000000000000,NJ Pinelands Comprehensive Management Plan
100,221354413010661.000000000000000,NJ Pinelands Comprehensive Management Plan
101,221354417010661.000000000000000,NJ Pinelands Comprehensive Management Plan
102,221354339010661.000000000000000,NJ Pinelands Comprehensive Management Plan
103,221354423010661.000000000000000,NJ Pinelands Comprehensive Management Plan
104,221354415010661.000000000000000,NJ Pinelands Comprehensive Management Plan
105,221354437010661.000000000000000,NJ Pinelands Comprehensive Management Plan
106,221354151010661.000000000000000,NJ Pinelands Comprehensive Management Plan
107,221354135010661.000000000000000,NJ Pinelands Comprehensive Management Plan
108,221354419010661.000000000000000,NJ Pinelands Comprehensive Management Plan
109,221354337010661.000000000000000,NJ Pinelands Comprehensive Management Plan
110,221354409010661.000000000000000,NJ Pinelands Comprehensive Management Plan
111,221354421010661.000000000000000,NJ Pinelands Comprehensive Management Plan
112,221354467010661.000000000000000,NJ Pinelands Comprehensive Management Plan
113,221354139010661.000000000000000,NJ Pinelands Comprehensive Management Plan
114,221354375010661.000000000000000,NJ Pinelands Comprehensive Management Plan
115,221354367010661.000000000000000,NJ Pinelands Comprehensive Management Plan
116,221354449010661.000000000000000,NJ Pinelands Comprehensive Management Plan
117,221354369010661.000000000000000,NJ Pinelands Comprehensive Management Plan
118,221354377010661.000000000000000,NJ Pinelands Comprehensive Management Plan
119,221354371010661.000000000000000,NJ Pinelands Comprehensive Management Plan
120,221354361010661.000000000000000,NJ Pinelands Comprehensive Management Plan
121,221354345010661.000000000000000,NJ Pinelands Comprehensive Management Plan
122,221354281010661.000000000000000,NJ Pinelands Comprehensive Management Plan
123,221354149010661.000000000000000,NJ Pinelands Comprehensive Management Plan
124,221354435010661.000000000000000,NJ Pinelands Comprehensive Management Plan
125,221354161010661.000000000000000,NJ Pinelands Comprehensive Management Plan
126,221354405010661.000000000000000,NJ Pinelands Comprehensive Management Plan
127,221354463010661.000000000000000,NJ Pinelands Comprehensive Management Plan
128,221354403010661.000000000000000,NJ Pinelands Comprehensive Management Plan
129,221354407010661.000000000000000,NJ Pinelands Comprehensive Management Plan
130,221354439010661.000000000000000,NJ Pinelands Comprehensive Management Plan
131,221354441010661.000000000000000,NJ Pinelands Comprehensive Management Plan
132,247061823010661.000000000000000,NJ Pinelands Comprehensive Management Plan
133,247061838010661.000000000000000,NJ Pinelands Comprehensive Management Plan
134,247061835010661.000000000000000,NJ Pinelands Comprehensive Management Plan
135,247061799010661.000000000000000,NJ Pinelands Comprehensive Management Plan
136,247061810010661.000000000000000,NJ Pinelands Comprehensive Management Plan
137,247061822010661.000000000000000,NJ Pinelands Comprehensive Management Plan
138,247061834010661.000000000000000,NJ Pinelands Comprehensive Management Plan
139,247061809010661.000000000000000,NJ Pinelands Comprehensive Management Plan
140,247061836010661.000000000000000,NJ Pinelands Comprehensive Management Plan
141,247061832010661.000000000000000,NJ Pinelands Comprehensive Management Plan
142,247061831010661.000000000000000,NJ Pinelands Comprehensive Management Plan
143,247061819010661.000000000000000,NJ Pinelands Comprehensive Management Plan
144,247061797010661.000000000000000,NJ Pinelands Comprehensive Management Plan
145,247061794010661.000000000000000,NJ Pinelands Comprehensive Management Plan
146,247061702010661.000000000000000,NJ Pinelands Comprehensive Management Plan
147,247061820010661.000000000000000,NJ Pinelands Comprehensive Management Plan
148,247061795010661.000000000000000,NJ Pinelands Comprehensive Management Plan
149,247061833010661.000000000000000,NJ Pinelands Comprehensive Management Plan
150,247061828010661.000000000000000,NJ Pinelands Comprehensive Management Plan
151,247061793010661.000000000000000,NJ Pinelands Comprehensive Management Plan
152,247061852010661.000000000000000,NJ Pinelands Comprehensive Management Plan
153,247061821010661.000000000000000,NJ Pinelands Comprehensive Management Plan
154,247061798010661.000000000000000,NJ Pinelands Comprehensive Management Plan
155,247061689010661.000000000000000,NJ Pinelands Comprehensive Management Plan
156,247061853010661.000000000000000,NJ Pinelands Comprehensive Management Plan
157,247061842010661.000000000000000,NJ Pinelands Comprehensive Management Plan
158,247061840010661.000000000000000,NJ Pinelands Comprehensive Management Plan
159,247061811010661.000000000000000,NJ Pinelands Comprehensive Management Plan
160,247061841010661.000000000000000,NJ Pinelands Comprehensive Management Plan
161,247061851010661.000000000000000,NJ Pinelands Comprehensive Management Plan
162,247061706010661.000000000000000,NJ Pinelands Comprehensive Management Plan
163,247061827010661.000000000000000,NJ Pinelands Comprehensive Management Plan
164,247061849010661.000000000000000,NJ Pinelands Comprehensive Management Plan
165,247061829010661.000000000000000,NJ Pinelands Comprehensive Management Plan
166,247061825010661.000000000000000,NJ Pinelands Comprehensive Management Plan
167,247061826010661.000000000000000,NJ Pinelands Comprehensive Management Plan
168,247061818010661.000000000000000,NJ Pinelands Comprehensive Management Plan
169,247061701010661.000000000000000,NJ Pinelands Comprehensive Management Plan
170,247061712010661.000000000000000,NJ Pinelands Comprehensive Management Plan
171,247061830010661.000000000000000,NJ Pinelands Comprehensive Management Plan
172,14524465020004.000000000000000,NJ Pinelands Comprehensive Management Plan
173,14524466020004.000000000000000,NJ Pinelands Comprehensive Management Plan
174,14524326020004.000000000000000,NJ Pinelands Comprehensive Management Plan
175,14524325020004.000000000000000,NJ Pinelands Comprehensive Management Plan
176,14524404020004.000000000000000,NJ Pinelands Comprehensive Management Plan
177,14524321020004.000000000000000,NJ Pinelands Comprehensive Management Plan
178,14524316020004.000000000000000,NJ Pinelands Comprehensive Management Plan
179,14524433020004.000000000000000,NJ Pinelands Comprehensive Management Plan
180,14524403020004.000000000000000,NJ Pinelands Comprehensive Management Plan
181,14524478020004.000000000000000,NJ Pinelands Comprehensive Management Plan
182,14524416020004.000000000000000,NJ Pinelands Comprehensive Management Plan
183,14524414020004.000000000000000,NJ Pinelands Comprehensive Management Plan
184,14524324020004.000000000000000,NJ Pinelands Comprehensive Management Plan
185,14524315020004.000000000000000,NJ Pinelands Comprehensive Management Plan
186,14524463020004.000000000000000,NJ Pinelands Comprehensive Management Plan
187,14524438020004.000000000000000,NJ Pinelands Comprehensive Management Plan
188,14524462020004.000000000000000,NJ Pinelands Comprehensive Management Plan
189,14524412020004.000000000000000,NJ Pinelands Comprehensive Management Plan
190,14524458020004.000000000000000,NJ Pinelands Comprehensive Management Plan
191,14524460020004.000000000000000,NJ Pinelands Comprehensive Management Plan
192,14524461020004.000000000000000,NJ Pinelands Comprehensive Management Plan
193,14524464020004.000000000000000,NJ Pinelands Comprehensive Management Plan
194,14524437020004.000000000000000,NJ Pinelands Comprehensive Management Plan
195,14524459020004.000000000000000,NJ Pinelands Comprehensive Management Plan
196,14524439020004.000000000000000,NJ Pinelands Comprehensive Management Plan
197,14524441020004.000000000000000,NJ Pinelands Comprehensive Management Plan
198,14524406020004.000000000000000,NJ Pinelands Comprehensive Management Plan
199,14524409020004.000000000000000,NJ Pinelands Comprehensive Management Plan
200,14524407020004.000000000000000,NJ Pinelands Comprehensive Management Plan
201,14524405020004.000000000000000,NJ Pinelands Comprehensive Management Plan
202,14524418020004.000000000000000,NJ Pinelands Comprehensive Management Plan
203,14524457020004.000000000000000,NJ Pinelands Comprehensive Management Plan
204,14524328020004.000000000000000,NJ Pinelands Comprehensive Management Plan
205,14524455020004.000000000000000,NJ Pinelands Comprehensive Management Plan
206,14524477020004.000000000000000,NJ Pinelands Comprehensive Management Plan
207,14524314020004.000000000000000,NJ Pinelands Comprehensive Management Plan
208,14524410020004.000000000000000,NJ Pinelands Comprehensive Management Plan
209,14524411020004.000000000000000,NJ Pinelands Comprehensive Management Plan
210,14524475020004.000000000000000,NJ Pinelands Comprehensive Management Plan
211,14524413020004.000000000000000,NJ Pinelands Comprehensive Management Plan
212,14524401020004.000000000000000,NJ Pinelands Comprehensive Management Plan
213,14524402020004.000000000000000,NJ Pinelands Comprehensive Management Plan
214,14524329020004.000000000000000,NJ Pinelands Comprehensive Management Plan
